Treatment,Pop,GH.area,Mat.area,Dam,Plant_ID,SM_g,GR,FT,DTF,CW,ASD_S,ASD_L,ASD,SM.s,GR.s,CW.s,ASD.s,ORQFT,Index
Sel,PENN,AC,A4,132,132-9,0.04,0.33,257,161,36.34,0,4.47,2.235,1.094367636,-1.37784853,0.596530841,1.480786966,0.515136482,0.088764989
Sel,PENN,AC,A4,133,133-1,0.039,0.44,162,66,30.88,-0.27,2.25,1.26,0.920022651,-0.578216746,-0.689904164,-0.962538089,-0.847317869,1.535336745
Sel,PENN,AC,A4,133,133-10,0.04,0.56,217,121,30.19,0,2.87,1.435,1.094367636,0.294108836,-0.852475621,-0.523992566,-0.246449127,0.564011992
Sel,PENN,AC,A4,133,133-2,0.038,0.44,218,122,33.98,-4.13,-0.37,2.25,0.745677665,-0.578216746,0.040489337,1.518376583,-0.206732213,-0.4068334
Sel,PENN,AC,A4,133,133-3,0.039,0.67,249,153,33.59,-1.26,2.81,2.035,0.920022651,1.093740619,-0.051398878,0.979592083,0.29145076,-1.029428991
Sel,PENN,AC,A4,133,133-4,0.04,0.56,217,121,29.37,-0.66,1.83,1.245,1.094367636,0.294108836,-1.045676482,-1.000127705,-0.246449127,0.864874952
Sel,PENN,AC,A4,133,133-5,0.04,0.67,160,64,31.12,0,3.78,1.89,1.094367636,1.093740619,-0.633357571,0.616225793,-1.058871293,-0.36032417
Sel,PENN,AC,A4,133,133-6,0.037,0.56,280,184,27.17,0,2.77,1.385,0.571332679,0.294108836,-1.564020257,-0.649291287,1.181892195,-0.261328331
Sel,PENN,AC,A4,133,133-7,0.038,0.56,220,124,32.42,-1.45,1.75,1.6,0.745677665,0.294108836,-0.327063522,-0.110506788,-0.130569274,0.205673847
Sel,PENN,AC,A4,133,133-8,0.034,0.44,214,118,33.52,0,3.12,1.56,0.048297722,-0.578216746,-0.067891634,-0.210745764,-0.334568781,0.587078704
Sel,PENN,AC,A4,133,133-9,0.041,0.67,159,63,30.19,0,2.87,1.435,1.268712622,1.093740619,-0.852475621,-0.523992566,-1.208243346,0.55197344
Sel,PENN,AC,A5,134,134-1,0.039,0.44,157,61,26.95,-2.59,0,1.295,0.920022651,-0.578216746,-1.615854635,-0.874828984,-1.691289789,1.526658805
Sel,PENN,AC,A5,134,134-10,0.034,0.67,156,60,26.25,-1.89,1.23,1.56,0.048297722,1.093740619,-1.7807822,-0.210745764,-2.112682138,-0.126961668
Sel,PENN,AC,A5,134,134-2,0.037,0.56,155,59,30.79,-2.45,1.02,1.735,0.571332679,0.294108836,-0.711109137,0.227799759,-2.674363204,0.681778483
Sel,PENN,AC,A5,134,134-3,0.035,0.56,156,60,34.65,-2.27,1.2,1.735,0.222642708,0.294108836,0.198348577,0.227799759,-2.112682138,0.571554589
Sel,PENN,AC,A5,134,134-4,0.037,0.44,157,61,32.22,-1.58,1.99,1.785,0.571332679,-0.578216746,-0.374185683,0.353098479,-1.691289789,0.796028316
Sel,PENN,AC,A5,134,134-5,0.04,0.67,158,62,35.1,-1.02,1.79,1.405,1.094367636,1.093740619,0.30437344,-0.599171799,-1.409682012,0.907625748
Sel,PENN,AC,A5,134,134-6,0.033,0.67,159,63,34.22,-1.18,2.87,2.025,-0.126047264,1.093740619,0.09703593,0.954532339,-1.208243346,-0.889990367
Sel,PENN,AC,A5,134,134-7,0.036,0.56,155,59,34.12,-2.11,0.92,1.515,0.396987693,0.294108836,0.07347485,-0.323514613,-2.674363204,1.219888837
Sel,PENN,AC,A5,134,134-8,0.037,0.67,160,64,35.9,-1.54,1.49,1.515,0.571332679,1.093740619,0.492862086,-0.323514613,-1.058871293,0.404412381
Sel,PENN,AC,A5,134,134-9,0.035,0.56,157,61,28.14,-1.62,1.88,1.75,0.222642708,0.294108836,-1.335477775,0.265389375,-1.691289789,-0.008194824
Sel,PENN,AC,A5,135,135-1,0.036,0.67,220,124,29.47,-0.66,2.91,1.785,0.396987693,1.093740619,-1.022115402,0.353098479,-0.130569274,-0.896853318
Sel,PENN,AC,A5,135,135-10,0.038,0.44,172,76,32.79,-1.05,2.04,1.545,0.745677665,-0.578216746,-0.239887523,-0.24833538,-0.56329576,0.950492842
Sel,PENN,AC,A5,135,135-2,0.038,0.56,241,145,34.52,-0.52,2.28,1.4,0.745677665,0.294108836,0.167719172,-0.611701671,0.103404988,0.622703703
Sel,PENN,AC,A5,135,135-3,0.04,0.67,171,75,31.72,0,2.71,1.355,1.094367636,1.093740619,-0.491991087,-0.724470519,-0.619179906,0.510904715
Sel,PENN,AC,A5,135,135-4,0.033,0.67,217,121,24.52,-0.34,2.93,1.635,-0.126047264,1.093740619,-2.188388895,-0.022797683,-0.246449127,-1.109164836
Sel,PENN,AC,A5,135,135-5,0.036,0.67,163,67,38.36,-0.95,2.56,1.755,0.396987693,1.093740619,1.07246467,0.277919247,-0.785920783,-0.059222331
Sel,PENN,AC,A5,135,135-6,0.036,0.67,165,69,37.3,-0.2,2.86,1.53,0.396987693,1.093740619,0.822717215,-0.285924997,-0.716697017,0.267024973
Sel,PENN,AC,A5,135,135-7,0.038,0.44,162,66,25.78,-0.92,2.12,1.52,0.745677665,-0.578216746,-1.891519279,-0.310984741,-0.847317869,0.66387231
Sel,PENN,AC,A5,135,135-8,0.038,0.67,171,75,28.67,-1.11,1.83,1.47,0.745677665,1.093740619,-1.210604047,-0.436283462,-0.619179906,-0.04039546
Sel,PENN,AC,A5,135,135-9,0.04,0.44,252,156,37.18,-0.39,2.56,1.475,1.094367636,-0.578216746,0.794443918,-0.42375359,0.380839409,1.166748965
Sel,MARY,AC,A6,239,239-10,0.04,0.56,156,60,31.87,-2.01,1.56,1.785,1.094367636,0.294108836,-0.456649465,0.353098479,-2.112682138,0.681764402
Sel,MARY,AC,A6,239,239-6,0.037,0.56,156,60,30.19,-2.13,0.85,1.49,0.571332679,0.294108836,-0.852475621,-0.386163973,-2.112682138,0.898931007
Sel,MARY,AC,A6,239,239-7,0.037,0.44,160,64,35.23,-1.56,1.58,1.57,0.571332679,-0.578216746,0.335002845,-0.18568602,-1.058871293,1.155866084
Sel,MARY,AC,A6,239,239-8,0.032,0.44,157,61,26.55,-1.57,2.52,2.045,-0.30039225,-0.578216746,-1.710098957,1.004651827,-1.691289789,-0.410423285
Sel,MARY,AC,A6,239,239-9,0.039,0.56,157,61,28.06,1.72,1.7,1.71,0.920022651,0.294108836,-1.354326639,0.165150398,-1.691289789,0.360607709
Sel,MARY,AC,A6,240,240-1,0.047,0.56,157,61,30.61,-2.14,0.64,1.39,2.314782536,0.294108836,-0.753519082,-0.636761415,-1.691289789,1.709919174
Sel,MARY,AC,A6,240,240-10,0.025,0.44,157,61,35.09,-1.33,2.24,1.785,-1.52080715,-0.578216746,0.302017332,0.353098479,-1.691289789,0.074329909
Sel,MARY,AC,A6,240,240-2,0.037,0.44,155,59,25.08,-2.06,1.45,1.755,0.571332679,-0.578216746,-2.056446843,0.277919247,-2.674363204,0.758400524
Sel,MARY,AC,A6,240,240-3,0.036,0.67,161,65,34.23,-1.63,1.45,1.54,0.396987693,1.093740619,0.099392038,-0.260865252,-0.943658984,0.139095371
Sel,MARY,AC,A6,240,240-4,0.03,0.67,161,65,36.8,-1.3,1.19,1.245,-0.649082221,1.093740619,0.704911812,-1.000127705,-0.943658984,0.394314857
Sel,MARY,AC,A6,240,240-5,0.038,0.56,156,60,32.82,-1.58,1.8,1.69,0.745677665,0.294108836,-0.232819199,0.11503091,-2.112682138,0.766441991
Sel,MARY,AC,A6,240,240-6,0.032,0.56,156,60,28.63,-2.26,1.01,1.635,-0.30039225,0.294108836,-1.220028479,-0.022797683,-2.112682138,0.159471338
Sel,MARY,AC,A6,240,240-7,0.035,0.56,157,61,31.55,-1.61,1.11,1.36,0.222642708,0.294108836,-0.532044924,-0.711940647,-1.691289789,0.924366788
Sel,MARY,AC,A6,240,240-8,0.043,0.67,159,63,35.32,-0.22,1.5,0.86,1.617402594,1.093740619,0.356207818,-1.964927855,-1.208243346,2.08310641
Sel,MARY,AC,A6,240,240-9,0.03,0.67,157,61,37.82,-1.79,1.08,1.435,-0.649082221,1.093740619,0.945234835,-0.523992566,-1.691289789,0.370821519
Sel,MARY,AC,A6,241,241-1,0.042,0.56,158,62,36.07,-1.53,2.64,2.085,1.443057608,0.294108836,0.532915923,1.104890804,-1.409682012,0.287088241
Sel,MARY,AC,A6,241,241-10,0.042,0.11,160,64,34.93,-1.31,2.37,1.84,1.443057608,-2.977112097,0.264319603,0.490927072,-1.058871293,2.296016902
Sel,MARY,AC,A6,241,241-2,0.042,0.56,156,60,33.47,-2.64,1.23,1.935,1.443057608,0.294108836,-0.079672175,0.728994642,-2.112682138,0.653026165
Sel,MARY,AC,A6,241,241-3,0.043,0.56,157,61,38.17,-1.08,1.22,1.15,1.617402594,0.294108836,1.027698617,-1.238195275,-1.691289789,2.321853683
Sel,MARY,AC,A6,241,241-4,0.052,0.89,157,61,34.9,-1.31,2.08,1.695,3.186507465,2.693004186,0.257251279,0.127560782,-1.691289789,0.501889356
Sel,MARY,AC,A6,241,241-5,0.031,0.56,157,61,37.73,-1.3,1.3,1.3,-0.474737235,0.294108836,0.924029862,-0.862299112,-1.691289789,1.11787721
Sel,MARY,AC,A6,241,241-6,0.046,0.67,157,61,35.83,-1.78,2.85,2.315,2.140437551,1.093740619,0.476369329,1.68126492,-1.691289789,-0.181682205
Sel,MARY,AC,A6,241,241-7,0.031,0.56,155,59,28.89,-1.7,1.54,1.62,-0.474737235,0.294108836,-1.15876967,-0.060387299,-2.674363204,0.327464068
Sel,MARY,AC,A6,241,241-8,0.038,0.44,157,61,29.87,-2.3,1.04,1.67,0.745677665,-0.578216746,-0.927871079,0.064911422,-1.691289789,0.938416698
Sel,MARY,AC,A6,241,241-9,0.021,0.44,156,60,32.99,-2.3,2.03,2.165,-2.218187093,-0.578216746,-0.192765362,1.305368757,-2.112682138,-0.909076997
Sel,MARY,AC,A6,242,242-1,0.037,0.44,157,61,32.48,-2.43,1.48,1.955,0.571332679,-0.578216746,-0.312926873,0.77911413,-1.691289789,0.497538797
Sel,MARY,AC,A6,242,242-10,0.039,0.56,155,59,28.32,-2.43,1.2,1.815,0.920022651,0.294108836,-1.29306783,0.428277712,-2.674363204,0.530848355
Sel,MARY,AC,A6,242,242-2,0.036,0.44,155,59,22.18,-3.15,1.3,2.225,0.396987693,-0.578216746,-2.739718183,1.455727222,-2.674363204,-0.365585086
Sel,MARY,AC,A6,242,242-3,0.031,0.56,159,63,34.16,-1.59,2.13,1.86,-0.474737235,0.294108836,0.082899282,0.54104656,-1.208243346,-0.31036732
Sel,MARY,AC,A6,242,242-4,0.035,0.56,157,61,24.71,-1.72,1.58,1.65,0.222642708,0.294108836,-2.143622842,0.014791933,-1.691289789,-0.035291753
Sel,MARY,AC,A6,242,242-5,0.034,0.56,158,62,36.45,-2.43,2.35,2.39,0.048297722,0.294108836,0.622448029,1.869213001,-1.409682012,-0.85325289
Sel,MARY,AC,A6,242,242-6,0.032,0.44,157,61,28.31,-2.03,1.3,1.665,-0.30039225,-0.578216746,-1.295423938,0.052381549,-1.691289789,0.401585281
Sel,MARY,AC,A6,242,242-7,0.033,0.67,157,61,40.44,-1.44,2.37,1.905,-0.126047264,1.093740619,1.562535148,0.653815409,-1.691289789,-0.112030133
Sel,MARY,AC,A6,242,242-8,0.037,0.67,156,60,36.8,-2.76,0,1.38,0.571332679,1.093740619,0.704911812,-0.661821159,-2.112682138,1.083407506
Sel,MARY,AC,A6,242,242-9,0.032,0.44,157,61,30.71,-2.47,2.24,2.355,-0.30039225,-0.578216746,-0.729958001,1.781503896,-1.691289789,-0.726763852
Sel,HOFF,AD,A7,346,346-10,0.03,0.56,218,122,35.14,-2.65,1.2,1.925,-0.649082221,0.294108836,0.313797873,0.703934897,-0.206732213,-0.799955387
Sel,HOFF,AD,A7,346,346-6,0.027,0.44,172,76,31.72,-1.11,2.81,1.96,-1.172117178,-0.578216746,-0.491991087,0.791644002,-0.56329576,-0.707873343
Sel,HOFF,AD,A7,346,346-7,0.028,0.44,206,110,36.43,-1.76,2.85,2.305,-0.997772193,-0.578216746,0.617735813,1.656205175,-0.435665993,-1.025267294
Sel,HOFF,AD,A7,346,346-8,0.027,0.56,221,125,35.08,-1.52,2.01,1.765,-1.172117178,0.294108836,0.299661224,0.302978991,-0.082788575,-0.776333047
Sel,HOFF,AD,A7,346,346-9,0.028,0.44,229,133,32.98,-0.98,4.23,2.605,-0.997772193,-0.578216746,-0.19512147,2.4079975,0.039304477,-1.962120538
Sel,HOFF,AD,A7,347,347-1,0.03,0.67,173,77,24.17,-1.78,1.53,1.655,-0.649082221,1.093740619,-2.270852678,0.027321805,-0.511122438,-1.298805958
Sel,HOFF,AD,A7,347,347-10,0.031,0.56,218,122,27.8,-2.23,0,1.115,-0.474737235,0.294108836,-1.415585449,-1.325904379,-0.206732213,0.319848288
Sel,HOFF,AD,A7,347,347-2,0.028,0.67,222,126,19.85,-1.47,1.71,1.59,-0.997772193,1.093740619,-3.288691363,-0.135566532,-0.041652333,-1.761983948
Sel,HOFF,AD,A7,347,347-3,0.032,0.67,220,124,22.13,-1.4,1.55,1.475,-0.30039225,1.093740619,-2.751498723,-0.42375359,-0.130569274,-1.076922772
Sel,HOFF,AD,A7,347,347-4,0.026,0.67,174,78,23.65,-0.41,2.28,1.345,-1.346462164,1.093740619,-2.393370297,-0.749530264,-0.487867882,-1.065315815
Sel,HOFF,AD,A7,347,347-5,0.027,0.67,243,147,25.27,-1.05,1.49,1.27,-1.172117178,1.093740619,-2.01168079,-0.937478345,0.137078625,-0.972922207
Sel,HOFF,AD,A7,347,347-6,0.031,0.78,217,121,27.32,-0.87,1.43,1.15,-0.474737235,1.893372403,-1.528678636,-1.238195275,-0.246449127,-0.616291228
Sel,HOFF,AD,A7,347,347-7,0.028,0.67,254,158,20.04,-1.13,1.42,1.275,-0.997772193,1.093740619,-3.24392531,-0.924948473,0.423445778,-1.3322087
Sel,HOFF,AD,A7,347,347-8,0.026,0.44,254,158,20.26,-1.1,1.87,1.485,-1.346462164,-0.578216746,-3.192090932,-0.398693845,0.423445778,-0.962391156
Sel,HOFF,AD,A7,347,347-9,0.032,0.67,212,116,25.6,-2.07,1.57,1.82,-0.30039225,1.093740619,-1.933929224,0.440807584,-0.380839409,-1.411993724
Sel,HOFF,AD,A7,348,348-1,0.031,0.56,219,123,30.74,-2.86,0.92,1.89,-0.474737235,0.294108836,-0.722889677,0.616225793,-0.169718362,-0.945507665
Sel,HOFF,AD,A7,348,348-10,0.026,0.56,222,126,35.34,-1.38,2.18,1.78,-1.346462164,0.294108836,0.360920034,0.340568607,-0.041652333,-0.877523125
Sel,HOFF,AD,A7,348,348-2,0.032,0.44,221,125,37.86,-3.16,0.66,1.91,-0.30039225,-0.578216746,0.954659267,0.666345281,-0.082788575,-0.031256936
Sel,HOFF,AD,A7,348,348-3,0.032,0.56,216,120,35.72,-2.43,0.88,1.655,-0.30039225,0.294108836,0.450452141,0.027321805,-0.275576727,-0.090203433
Sel,HOFF,AD,A7,348,348-4,0.027,0.56,252,156,33.66,-1.79,1.6,1.695,-1.172117178,0.294108836,-0.034906121,0.127560782,0.380839409,-0.898962545
Sel,HOFF,AD,A7,348,348-5,0.029,0.56,215,119,32.3,-1.39,1.5,1.445,-0.823427207,0.294108836,-0.355336819,-0.498932822,-0.304325739,-0.127746867
Sel,HOFF,AD,A7,348,348-6,0.031,0.44,250,154,33.42,-0.23,2.49,1.36,-0.474737235,-0.578216746,-0.091452715,-0.711940647,0.321571605,0.493604805
Sel,HOFF,AD,A7,348,348-7,0.031,0.44,249,153,36.42,-2.32,0.93,1.625,-0.474737235,-0.578216746,0.615379705,-0.047857427,0.29145076,0.199465692
Sel,HOFF,AD,A7,348,348-8,0.028,0.44,234,138,37.94,-0.16,3.6,1.88,-0.997772193,-0.578216746,0.973508132,0.591166049,0.06690895,-0.323591415
Sel,HOFF,AD,A7,348,348-9,0.033,0.56,219,123,34.94,-1.94,1,1.47,-0.126047264,0.294108836,0.266675711,-0.436283462,-0.169718362,0.241293032
Sel,HOFF,AD,A7,349,349-1,0.029,0.67,177,81,35.54,-0.51,3.15,1.83,-0.823427207,1.093740619,0.408042195,0.465867328,-0.460957357,-1.012132711
Sel,HOFF,AD,A7,349,349-10,0.024,0.67,216,120,26.4,-1.94,1.48,1.71,-1.695152136,1.093740619,-1.745440578,0.165150398,-0.275576727,-1.795748671
Sel,HOFF,AD,A7,349,349-2,0.025,0.78,218,122,33.65,-3.49,0.75,2.12,-1.52080715,1.893372403,-0.037262229,1.192599909,-0.206732213,-2.483372217
Sel,HOFF,AD,A7,349,349-3,0.031,0.67,215,119,29.54,-1.56,3.55,2.555,-0.474737235,1.093740619,-1.005622645,2.282698779,-0.304325739,-2.630419688
Sel,HOFF,AD,A7,349,349-4,0.029,0.67,172,76,30.25,-1.06,2.53,1.795,-0.823427207,1.093740619,-0.838338972,0.378158223,-0.56329576,-1.238269201
Sel,HOFF,AD,A7,349,349-5,0.025,0.67,209,113,33.06,-2.13,2.45,2.29,-1.52080715,1.093740619,-0.176272605,1.618615559,-0.415760316,-2.332458771
Sel,HOFF,AD,A7,349,349-6,0.026,0.56,160,64,30.03,-1.13,2.84,1.985,-1.346462164,0.294108836,-0.89017335,0.854293362,-1.058871293,-1.224713086
Sel,HOFF,AD,A7,349,349-7,0.03,0.78,219,123,28.97,-2.23,2.25,2.24,-0.649082221,1.893372403,-1.139920805,1.493316838,-0.169718362,-2.633321774
Sel,HOFF,AD,A7,349,349-8,0.026,0.78,176,80,37.34,-1.69,3.65,2.67,-1.346462164,1.893372403,0.832141647,2.570885837,-0.46879825,-3.105056435
Sel,HOFF,AD,A7,349,349-9,0.032,0.67,216,120,37.67,-2.03,1.47,1.75,-0.30039225,1.093740619,0.909893214,0.265389375,-0.275576727,-0.573272212
Con,PENN,AD,A1,101,C-101,0.036,0.33,218,122,27.22,-3.15,0,1.575,0.396987693,-1.37784853,-1.552239717,-0.173156148,-0.206732213,0.702119009
Con,PENN,AD,A1,102,C-102,0.04,0.56,221,125,29.26,-0.32,3.68,2,1.094367636,0.294108836,-1.071593671,0.891882979,-0.082788575,-0.596998988
Con,PENN,AD,A1,103,C-103,0.033,0.44,213,117,34.54,0,3.96,1.98,-0.126047264,-0.578216746,0.172431389,0.84176349,-0.360736177,-0.192667696
Con,PENN,AD,A1,104,C-104,0.028,0.33,234,138,29.82,-0.2,2.4,1.3,-0.997772193,-1.37784853,-0.939651619,-0.862299112,0.06690895,0.675325793
Con,PENN,AD,A1,105,C-105,0.05,0.56,256,160,32.14,0,3.64,1.82,2.837817494,0.294108836,-0.393034548,0.440807584,0.489850648,0.460557856
Con,PENN,AD,A1,106,C-106,0.031,0.56,221,125,24.54,-0.23,3.17,1.7,-0.474737235,0.294108836,-2.183676679,0.140090654,-0.082788575,-1.008198599
Con,PENN,AD,A1,107,C-107,0.039,0.56,213,117,32.73,-0.77,3.22,1.995,0.920022651,0.294108836,-0.254024172,0.879353107,-0.360736177,-0.349549023
Con,PENN,AD,A1,108,C-108,0.037,0.44,293,197,38.04,-0.28,3.72,2,0.571332679,-0.578216746,0.997069212,0.891882979,2.170770486,-0.610774978
Con,PENN,AD,A1,109,C-109,0.041,0.44,214,118,36.28,-0.99,3.11,2.05,1.268712622,-0.578216746,0.582394192,1.017181699,-0.334568781,0.375611419
Con,PENN,AD,A1,110,C-110,0.034,0.56,244,148,30.37,-0.93,2.02,1.475,0.048297722,0.294108836,-0.810065676,-0.42375359,0.155455377,-0.090929003
Con,PENN,AD,A1,111,C-111,0.039,0.56,159,63,22.97,-0.71,2.76,1.735,0.920022651,0.294108836,-2.553585646,0.227799759,-1.208243346,-0.171675376
Con,PENN,AD,A2,112,C-112,0.034,0.33,211,115,31.67,-1.51,0.87,1.19,0.048297722,-1.37784853,-0.503771627,-1.137956298,-0.394749715,1.60652675
Con,PENN,AD,A2,113,C-113,0.032,0.44,216,120,31.36,-1.7,2.81,2.255,-0.30039225,-0.578216746,-0.576810977,1.530906455,-0.275576727,-1.003325488
Con,PENN,AD,A2,114,C-114,0.031,0.78,172,76,30.78,-1.28,1.93,1.605,-0.474737235,1.893372403,-0.713465245,-0.097976915,-0.56329576,-1.131927679
Con,PENN,AD,A2,115,C-115,0.038,0.67,243,147,29.7,-0.63,1.29,0.96,0.745677665,1.093740619,-0.967924916,-1.714330413,0.137078625,0.698959502
Con,PENN,AD,A2,116,C-116,0.028,0.56,169,73,29.8,-0.55,2.61,1.58,-0.997772193,0.294108836,-0.944363835,-0.160626276,-0.66677881,-0.478632873
Con,PENN,AD,A3,117,C-117,0.046,0.67,223,127,29.63,-1.01,2.96,1.985,2.140437551,1.093740619,-0.984417673,0.854293362,-0.013489518,-0.549204499
Con,PENN,AD,A3,118,C-118,0.048,0.56,259,163,32.55,-3.82,1.93,2.875,2.489127522,0.294108836,-0.296434117,3.084610592,0.557120625,-1.639979674
Con,PENN,AD,A3,119,C-119,0.042,0.67,174,78,35.34,0,3.45,1.725,1.443057608,1.093740619,0.360920034,0.202740014,-0.487867882,0.153464622
Con,PENN,AD,A3,120,C-120,0.032,0.56,253,157,30.1,-0.38,2.19,1.285,-0.30039225,0.294108836,-0.873680593,-0.899888728,0.403005315,0.006338475
Con,PENN,AD,A3,121,C-121,0.039,0.67,210,114,28.22,-1.84,1.75,1.795,0.920022651,1.093740619,-1.31662891,0.378158223,-0.405551009,-0.670398677
Con,PENN,AD,A3,122,C-122,0.042,0.67,209,113,30.52,-0.6,2.42,1.51,1.443057608,1.093740619,-0.774724055,-0.336044485,-0.415760316,0.227637773
Con,PENN,AD,A3,123,C-123,0.039,0.44,208,112,29.2,-1.2,2.55,1.875,0.920022651,-0.578216746,-1.08573032,0.578636177,-0.424729111,0.143641407
Con,PENN,AD,A3,124,C-124,0.039,0.78,202,106,33.51,-0.42,3.49,1.955,0.920022651,1.893372403,-0.070247742,0.77911413,-0.440184531,-1.05489647
Con,PENN,AD,A4,125,C-125,0.038,0.56,213,117,33.65,-0.39,2.83,1.61,0.745677665,0.294108836,-0.037262229,-0.085447043,-0.360736177,0.344825943
Con,PENN,AD,A4,126,C-126,0.038,0.67,213,117,33.74,-1.06,2.89,1.975,0.745677665,1.093740619,-0.016057257,0.829233618,-0.360736177,-0.75289092
Con,PENN,AD,A4,127,C-127,0.025,0.56,212,116,28.64,-0.6,3.01,1.805,-1.52080715,0.294108836,-1.217672371,0.403217968,-0.380839409,-1.292871484
Con,PENN,AD,A4,128,C-128,0.038,0.44,176,80,26.23,-0.37,3.38,1.875,0.745677665,-0.578216746,-1.785494416,0.578636177,-0.46879825,-0.099359701
Con,PENN,AD,A4,129,C-129,0.039,0.56,170,74,34.18,-1.57,1.53,1.55,0.920022651,0.294108836,0.087611498,-0.235805508,-0.649300555,0.665845999
Con,PENN,AD,A4,130,C-130,0.042,0.56,169,73,32.39,-1.03,1.15,1.09,1.443057608,0.294108836,-0.334131846,-1.388553739,-0.66677881,1.637323311
Con,PENN,AD,A4,131,C-131,0.038,0.44,211,115,29.01,-0.88,1.7,1.29,0.745677665,-0.578216746,-1.130496373,-0.887358856,-0.394749715,1.128821286
Con,PENN,AD,A4,132,C-132,0.036,0.33,218,122,31.26,-2.63,0,1.315,0.396987693,-1.37784853,-0.600372058,-0.824709496,-0.206732213,1.433091262
Con,PENN,AD,A4,133,C-133,0.039,0.44,236,140,36.68,0,3.26,1.63,0.920022651,-0.578216746,0.676638515,-0.035327555,0.079258106,0.880974215
Con,PENN,AD,A5,134,C-134,0.035,0.44,160,64,36.44,-2.04,0.31,1.175,0.222642708,-0.578216746,0.620091921,-1.175545914,-1.058871293,1.811747562
Con,PENN,AD,A5,135,C-135,0.037,0.33,260,164,35.91,0,3.06,1.53,0.571332679,-1.37784853,0.495218194,-0.285924997,0.579869229,1.118965386
Sel,MARY,BA,A1,201,201-1,0.032,0.3,297,201,36.17,0,2.12,1.06,-0.30039225,-1.595929925,0.556477004,-1.463732972,2.507275368,1.063592135
Sel,MARY,BA,A1,201,201-10,0.036,0.6,230,134,30.89,0,3.92,1.96,0.396987693,0.58488403,-0.687548056,0.791644002,0.043413374,-0.922230931
Sel,MARY,BA,A1,201,201-2,0.04,0.4,185,89,31.21,-0.64,1.74,1.19,1.094367636,-0.86899194,-0.612152598,-1.137956298,-0.455095255,1.776778097
Sel,MARY,BA,A1,201,201-3,0.04,0.4,158,62,29.83,-1.4,2.34,1.87,1.094367636,-0.86899194,-0.937295511,0.566106305,-1.409682012,0.77150449
Sel,MARY,BA,A1,201,201-4,0.038,0.4,219,123,33.59,-0.79,3.56,2.175,0.745677665,-0.86899194,-0.051398878,1.330428501,-0.169718362,-0.149699061
Sel,MARY,BA,A1,201,201-5,0.03,0.6,172,76,33.97,-0.4,3.38,1.89,-0.649082221,0.58488403,0.038133229,0.616225793,-0.56329576,-0.836761706
Sel,MARY,BA,A1,201,201-6,0.038,0.2,283,187,37.31,0,1.99,0.995,0.745677665,-2.32286791,0.825073323,-1.626621309,1.282085024,2.527233295
Sel,MARY,BA,A1,201,201-8,0.033,0.6,170,74,34.42,-0.96,1.98,1.47,-0.126047264,0.58488403,0.144158092,-0.436283462,-0.649300555,0.223527745
Sel,MARY,BA,A1,201,201-9,0.043,0.5,171,75,32.51,-0.79,2.21,1.5,1.617402594,-0.142053955,-0.305858549,-0.361104229,-0.619179906,1.177528939
Sel,MARY,BA,A1,202,202-1,0.04,0.4,189,93,31.44,-0.43,3.52,1.975,1.094367636,-0.86899194,-0.557962112,0.829233618,-0.451195871,0.337047916
Sel,MARY,BA,A1,202,202-10,0.03,0.5,171,75,37.44,-0.68,1.71,1.195,-0.649082221,-0.142053955,0.855702728,-1.125426426,-0.619179906,1.072679111
Sel,MARY,BA,A1,202,202-2,0.035,0.4,171,75,33.14,-1.2,1.44,1.32,0.222642708,-0.86899194,-0.157423741,-0.812179624,-0.619179906,1.339083864
Sel,MARY,BA,A1,202,202-3,0.022,0.5,157,61,25.69,-0.38,3.36,1.87,-2.043842107,-0.142053955,-1.912724251,0.566106305,-1.691289789,-1.122515869
Sel,MARY,BA,A1,202,202-4,0.023,0.4,191,95,33.46,-0.82,3.91,2.365,-1.869497121,-0.86899194,-0.082028283,1.80656364,-0.447951618,-1.53469895
Sel,MARY,BA,A1,202,202-5,0.036,0.4,170,74,32.02,-1.67,1.25,1.46,0.396987693,-0.86899194,-0.421307844,-0.461343206,-0.649300555,1.096366508
Sel,MARY,BA,A1,202,202-6,0.026,0.2,219,123,27.35,-1.46,1.73,1.595,-1.346462164,-2.32286791,-1.521610312,-0.12303666,-0.169718362,0.416376445
Sel,MARY,BA,A1,202,202-7,0.033,0.4,172,76,32.11,-0.26,2.42,1.34,-0.126047264,-0.86899194,-0.400102872,-0.762060136,-0.56329576,1.068697104
Sel,MARY,BA,A1,202,202-8,0.04,0.5,159,63,33.96,-1.25,1.95,1.6,1.094367636,-0.142053955,0.035777121,-0.110506788,-1.208243346,1.066162088
Sel,MARY,BA,A1,202,202-9,0.03,0.4,223,127,25.77,-1,1.97,1.485,-0.649082221,-0.86899194,-1.893875387,-0.398693845,-0.013489518,-0.011408801
Sel,MARY,BA,A1,203,203-1,0.039,0.2,232,136,42.54,-0.62,4.81,2.715,0.920022651,-2.32286791,2.057317843,2.683654686,0.049871719,0.179684985
Sel,MARY,BA,A1,203,203-10,0.038,0.4,172,76,34.29,-0.67,0.77,0.72,0.745677665,-0.86899194,0.113528687,-2.315764273,-0.56329576,2.725447898
Sel,MARY,BA,A1,203,203-2,0.039,0.4,162,66,36.37,-1.38,1.7,1.54,0.920022651,-0.86899194,0.603599165,-0.260865252,-0.847317869,1.512359953
