Treatment,Pop,GH.area,Mat.area,Dam,Plant_ID,SM_g,GR,FT,DTF,CW,ASD_S,ASD_L,ASD,SM.s,GR.s,CW.s,ASD.s,ORQFT,Index
Sel,MARY,BA,A1,203,203-3,0.034,0.4,161,65,34.93,-1.53,3.17,2.35,0.048297722,-0.86899194,0.264319603,1.768974024,-0.943658984,-0.416053222
Sel,MARY,BA,A1,203,203-4,0.034,0.4,172,76,21.34,-0.76,0.99,0.875,0.048297722,-0.86899194,-2.937631261,-1.927338239,-0.56329576,1.337970728
Sel,MARY,BA,A1,203,203-5,0.037,0.3,158,62,35.96,-0.61,2.42,1.515,0.571332679,-1.595929925,0.506998734,-0.323514613,-1.409682012,1.971711906
Sel,MARY,BA,A1,203,203-6,0.038,0.2,230,134,36.89,-0.83,2.38,1.605,0.745677665,-2.32286791,0.726116784,-0.097976915,0.043413374,1.811557188
Sel,MARY,BA,A1,203,203-7,0.033,0.2,163,67,34.98,-0.42,2.42,1.42,-0.126047264,-2.32286791,0.276100144,-0.561582182,-0.785920783,1.955046635
Sel,MARY,BA,A1,203,203-8,0.038,0.4,159,63,36.76,-1.02,2.45,1.735,0.745677665,-0.86899194,0.69548738,0.227799759,-1.208243346,1.228648043
Sel,MARY,BA,A1,203,203-9,0.039,0.3,177,81,31.92,0,3.42,1.71,0.920022651,-1.595929925,-0.444868925,0.165150398,-0.460957357,1.174604958
Sel,MARY,BA,A1,204,204-1,0.027,0.1,172,76,31.14,-0.1,2.07,1.085,-1.172117178,-3.049805895,-0.628645354,-1.401083612,-0.56329576,2.197912335
Sel,MARY,BA,A1,204,204-2,0.036,0.3,173,77,30.19,-1.45,1.15,1.3,0.396987693,-1.595929925,-0.852475621,-0.862299112,-0.511122438,1.619257662
Sel,MARY,BA,A1,204,204-3,0.035,0.5,165,69,31.95,-0.8,1.04,0.92,0.222642708,-0.142053955,-0.437800601,-1.81456939,-0.716697017,1.651230268
Sel,MARY,BA,A1,204,204-4,0.032,0.3,171,75,32.74,-0.49,1.85,1.17,-0.30039225,-1.595929925,-0.251668064,-1.188075786,-0.619179906,1.756090547
Sel,MARY,BA,A1,204,204-5,0.035,0.2,159,63,29.04,-1.55,1.67,1.61,0.222642708,-2.32286791,-1.123428049,-0.085447043,-1.208243346,1.535652789
Sel,HOFF,BA,A1,308,308-1,0.037,0.5,249,153,33.65,-2.39,0.95,1.67,0.571332679,-0.142053955,-0.037262229,0.064911422,0.29145076,0.161088806
Sel,HOFF,BA,A1,308,308-2,0.029,0.5,222,126,32.66,-2.07,1.01,1.54,-0.823427207,-0.142053955,-0.270516928,-0.260865252,-0.041652333,-0.140985432
Sel,HOFF,BA,A1,308,308-3,0.035,0.4,216,120,31.02,-3.72,0,1.86,0.222642708,-0.86899194,-0.656918651,0.54104656,-0.275576727,0.086953025
Sel,HOFF,BA,A1,308,308-4,0.031,0.5,226,130,35.52,-1.63,2.33,1.98,-0.474737235,-0.142053955,0.403329979,0.84176349,0.019941743,-0.650246944
Sel,HOFF,BA,A1,308,308-5,0.029,0.5,250,154,40.57,-2.3,0.84,1.57,-0.823427207,-0.142053955,1.593164553,-0.18568602,0.321571605,0.163972762
Sel,HOFF,BA,A1,308,308-6,0.026,0.5,234,138,32.35,-1.51,2.32,1.915,-1.346462164,-0.142053955,-0.343556278,0.678875153,0.06690895,-1.117342884
Sel,HOFF,BA,A1,308,308-7,0.033,0.5,234,138,32.75,-2.32,2.03,2.175,-0.126047264,-0.142053955,-0.249311956,1.330428501,0.06690895,-1.049176418
Sel,HOFF,BA,A1,308,308-8,0.035,0.5,218,122,31.13,-2.84,0.33,1.585,0.222642708,-0.142053955,-0.631001463,-0.148096404,-0.206732213,0.189232784
Sel,HOFF,BA,A1,308,308-9,0.03,0.4,249,153,36.88,-3.91,1.13,2.52,-0.649082221,-0.86899194,0.723760676,2.194989675,0.29145076,-1.347542271
Sel,HOFF,BA,A2,309,309-1,0.028,0.5,217,121,31.01,-0.88,2.66,1.77,-0.997772193,-0.142053955,-0.659274759,0.315508863,-0.246449127,-0.670971626
Sel,HOFF,BA,A2,309,309-10,0.029,0.6,219,123,29.58,-1.87,3.69,2.78,-0.823427207,0.58488403,-0.996198213,2.846543023,-0.169718362,-2.969578155
Sel,HOFF,BA,A2,309,309-2,0.034,0.5,249,153,35.68,-2.36,1.95,2.155,0.048297722,-0.142053955,0.441027708,1.280309013,0.29145076,-0.835610091
Sel,HOFF,BA,A2,309,309-3,0.027,0.6,220,124,31.73,-1.44,2.3,1.87,-1.172117178,0.58488403,-0.489634978,0.566106305,-0.130569274,-1.316474298
Sel,HOFF,BA,A2,309,309-4,0.032,0.3,231,135,32.17,-1.84,2.41,2.125,-0.30039225,-1.595929925,-0.385966223,1.205129781,0.047523004,-0.282620622
Sel,HOFF,BA,A2,309,309-5,0.035,0.5,213,117,35.01,-0.3,3.15,1.725,0.222642708,-0.142053955,0.283168468,0.202740014,-0.360736177,0.224731962
Sel,HOFF,BA,A2,309,309-6,0.028,0.4,217,121,29.92,-2.62,1.93,2.275,-0.997772193,-0.86899194,-0.916090539,1.581025943,-0.246449127,-1.283859064
Sel,HOFF,BA,A2,309,309-7,0.031,0.3,222,126,25.65,-1.7,3.04,2.37,-0.474737235,-1.595929925,-1.922148684,1.819093512,-0.041652333,-1.182544338
Sel,HOFF,BA,A2,309,309-8,0.025,0.5,224,128,32.56,-0.58,3.82,2.2,-1.52080715,-0.142053955,-0.294078009,1.393077862,0.001172966,-1.68335527
Sel,HOFF,BA,A2,309,309-9,0.034,0.4,289,193,36.35,0,3.03,1.515,0.048297722,-0.86899194,0.598886949,-0.323514613,1.747869291,0.26284378
Sel,HOFF,BA,A2,310,310-1,0.025,0.3,247,151,37.44,-0.34,3.03,1.685,-1.52080715,-1.595929925,0.855702728,0.102501038,0.222937096,0.270788149
Sel,HOFF,BA,A2,310,310-10,0.028,0.5,220,124,28.91,-1.72,3.64,2.68,-0.997772193,-0.142053955,-1.154057454,2.595945581,-0.130569274,-2.525800529
Sel,HOFF,BA,A2,310,310-2,0.027,0.4,286,190,40.34,0,4.08,2.04,-1.172117178,-0.86899194,1.538974068,0.992121955,1.419250753,-0.869903858
Sel,HOFF,BA,A2,310,310-3,0.026,0.6,214,118,33.06,-0.56,2.66,1.61,-1.346462164,0.58488403,-0.176272605,-0.085447043,-0.334568781,-0.7557349
Sel,HOFF,BA,A2,310,310-4,0.031,0.5,218,122,33.29,-2.93,0,1.465,-0.474737235,-0.142053955,-0.12208212,-0.448813334,-0.206732213,0.245139593
Sel,HOFF,BA,A2,310,310-5,0.028,0.7,209,113,31.12,-1.25,2.74,1.995,-0.997772193,1.311822015,-0.633357571,0.879353107,-0.415760316,-1.798467109
Sel,HOFF,BA,A2,310,310-6,0.025,0.7,227,131,36.9,-1.1,3.49,2.295,-1.52080715,1.311822015,0.728472893,1.631145431,0.028741623,-2.378465579
Sel,HOFF,BA,A2,310,310-7,0.035,0.7,221,125,33.4,-0.76,2.98,1.87,0.222642708,1.311822015,-0.096164931,0.566106305,-0.082788575,-1.019641144
Sel,HOFF,BA,A2,310,310-8,0.029,0.4,214,118,32.52,-0.67,2.1,1.385,-0.823427207,-0.86899194,-0.303502441,-0.649291287,-0.334568781,0.629979313
Sel,HOFF,BA,A2,310,310-9,0.03,0.5,224,128,27.42,0,4.11,2.055,-0.649082221,-0.142053955,-1.505117556,1.029711572,0.001172966,-1.358276108
Sel,HOFF,BA,A2,311,311-1,0.032,0.5,290,194,31.31,0,3.45,1.725,-0.30039225,-0.142053955,-0.588591517,0.202740014,1.878118196,-1.022474327
Sel,HOFF,BA,A2,311,311-2,0.027,0.5,246,150,30.58,0,3.49,1.745,-1.172117178,-0.142053955,-0.760587406,0.252859503,0.195361484,-0.882840523
Sel,HOFF,BA,A2,311,311-3,0.027,0.6,287,191,36.86,0,3.21,1.605,-1.172117178,0.58488403,0.71904846,-0.097976915,1.51930766,-1.093639836
Sel,HOFF,BA,A2,311,311-4,0.028,0.4,253,157,40.48,-0.5,2.44,1.47,-0.997772193,-0.86899194,1.571959581,-0.436283462,0.403005315,0.628634218
Sel,HOFF,BA,A2,311,311-5,0.027,0.6,298,202,35.59,-1.2,1.55,1.375,-1.172117178,0.58488403,0.419822736,-0.674351031,2.653970539,-1.148776714
Sel,ELLR,BD,A3,415,415-1,0.018,0.4,281,185,42.92,-2.1,1.81,1.955,-2.74122205,-0.86899194,2.146849949,0.77911413,1.209461151,-1.15309216
Sel,ELLR,BD,A3,415,415-10,0.032,0.6,285,189,35.85,-0.18,3.24,1.71,-0.30039225,0.58488403,0.481081545,0.165150398,1.343150612,-0.913292574
Sel,ELLR,BD,A3,415,415-2,0.026,0.4,267,171,31.78,-0.57,2.27,1.42,-1.346462164,-0.86899194,-0.477854438,-0.561582182,0.841454099,-0.122197867
Sel,ELLR,BD,A3,415,415-3,0.023,0.4,265,169,19.72,0,3.64,1.82,-1.869497121,-0.86899194,-3.319320768,0.440807584,0.765320892,-1.806062155
Sel,ELLR,BD,A3,415,415-4,0.029,0.4,286,190,34.15,-1.46,0.95,1.205,-0.823427207,-0.86899194,0.080543174,-1.100366682,1.419250753,0.442218592
Sel,ELLR,BD,A3,415,415-5,0.026,0.6,268,172,34.47,0,2.89,1.445,-1.346462164,0.58488403,0.155938632,-0.498932822,0.890956071,-0.797602632
Sel,ELLR,BD,A3,415,415-6,0.028,0.3,286,190,35.35,-0.74,2.67,1.705,-0.997772193,-1.595929925,0.363276142,0.152620526,1.419250753,-0.094718718
Sel,ELLR,BD,A3,415,415-7,0.03,0.4,291,195,40.06,-0.52,1.74,1.13,-0.649082221,-0.86899194,1.473003042,-1.288314763,1.967424428,0.827151787
Sel,ELLR,BD,A3,415,415-8,0.028,0.3,248,152,29.86,-0.92,2.03,1.475,-0.997772193,-1.595929925,-0.930227187,-0.42375359,0.259165277,0.402527196
Sel,ELLR,BD,A3,415,415-9,0.028,0.4,287,191,32.8,-1.39,1.91,1.65,-0.997772193,-0.86899194,-0.237531415,0.014791933,1.51930766,-0.575108065
Sel,ELLR,BD,A3,416,416-1,0.031,0.6,268,172,30.22,-0.31,1.87,1.09,-0.474737235,0.58488403,-0.845407297,-1.388553739,0.890956071,-0.028892479
Sel,ELLR,BD,A3,416,416-10,0.038,0.4,286,190,28.57,0,2.28,1.14,0.745677665,-0.86899194,-1.234165128,-1.263255019,1.419250753,0.891785684
Sel,ELLR,BD,A3,416,416-2,0.029,0.5,257,161,39.55,-0.1,4.29,2.195,-0.823427207,-0.142053955,1.35284153,1.38054799,0.515136482,-1.124228895
Sel,ELLR,BD,A3,416,416-3,0.035,0.5,290,194,31.97,-0.52,1.75,1.135,0.222642708,-0.142053955,-0.433088385,-1.275784891,1.878118196,0.33488846
Sel,ELLR,BD,A3,416,416-4,0.028,0.5,288,192,34.99,0,2.34,1.17,-0.997772193,-0.142053955,0.278456252,-1.188075786,1.615401951,0.025490787
Sel,ELLR,BD,A3,416,416-5,0.03,0.5,261,165,35.57,-0.35,3.14,1.745,-0.649082221,-0.142053955,0.41511052,0.252859503,0.604329334,-0.494379314
Sel,ELLR,BD,A3,416,416-6,0.032,0.5,250,154,30.53,-1.05,2.37,1.71,-0.30039225,-0.142053955,-0.772367947,0.165150398,0.321571605,-0.491236706
Sel,ELLR,BD,A3,416,416-7,0.028,0.3,268,172,29.72,-0.73,1.59,1.16,-0.997772193,-1.595929925,-0.9632127,-1.21313553,0.890956071,0.75280792
Sel,ELLR,BD,A3,416,416-8,0.033,0.3,286,190,35.13,0,2.35,1.175,-0.126047264,-1.595929925,0.311441765,-1.175545914,1.419250753,1.247060232
Sel,ELLR,BD,A3,416,416-9,0.03,0.3,288,192,31.07,-0.1,1.78,0.94,-0.649082221,-1.595929925,-0.645138111,-1.764449902,1.615401951,1.136477895
Sel,ELLR,BD,A3,417,417-1,0.025,0.4,277,181,39.7,-1.77,2.59,2.18,-1.52080715,-0.86899194,1.388183151,1.342958373,1.094471489,-1.203292018
Sel,ELLR,BD,A3,417,417-10,0.029,0.6,262,166,35.42,-0.94,1.75,1.345,-0.823427207,0.58488403,0.379768899,-0.749530264,0.636321107,-0.23874946
Sel,ELLR,BD,A3,417,417-2,0.032,0.3,288,192,39.28,-0.48,1.96,1.22,-0.30039225,-1.595929925,1.289226613,-1.062777065,1.615401951,1.276000362
Sel,ELLR,BD,A3,417,417-3,0.029,0.5,263,167,30.73,-1.87,2.67,2.27,-0.823427207,-0.142053955,-0.725245785,1.568496071,0.677068979,-1.865905153
Sel,ELLR,BD,A3,417,417-4,0.037,0.6,265,169,37.52,0,3.51,1.755,0.571332679,0.58488403,0.874551593,0.277919247,0.765320892,-0.313794296
Sel,ELLR,BD,A3,417,417-5,0.033,0.6,245,149,30.03,-0.98,3.67,2.325,-0.126047264,0.58488403,-0.89017335,1.706324664,0.175075739,-1.922288829
Sel,ELLR,BD,A3,417,417-6,0.032,0.4,250,154,36.22,-1.38,0.94,1.16,-0.30039225,-0.86899194,0.568257544,-1.21313553,0.321571605,1.267388331
Sel,ELLR,BD,A3,417,417-7,0.033,0.4,283,187,32.8,0,1.93,0.965,-0.126047264,-0.86899194,-0.237531415,-1.701800541,1.282085024,1.151175491
Sel,ELLR,BD,A3,417,417-8,0.033,0.5,262,166,36.86,-1.75,1.77,1.76,-0.126047264,-0.142053955,0.71904846,0.290449119,0.636321107,-0.228890936
Sel,ELLR,BD,A3,417,417-9,0.038,0.5,251,155,31.87,-1.19,1.69,1.44,0.745677665,-0.142053955,-0.456649465,-0.511462694,0.354484077,0.529185424
Sel,ELLR,BD,A4,418,418-1,0.032,0.4,282,186,38.93,-1.88,1.41,1.645,-0.30039225,-0.86899194,1.20676283,0.002262061,1.24177622,0.21137701
Sel,ELLR,BD,A4,418,418-2,0.035,0.4,288,192,35.62,-1.53,1.64,1.585,0.222642708,-0.86899194,0.42689106,-0.148096404,1.615401951,0.210052988
Sel,ELLR,BD,A4,418,418-3,0.035,0.5,289,193,33.82,-0.56,2.67,1.615,0.222642708,-0.142053955,0.002791608,-0.072917171,1.747869291,-0.392723438
Sel,ELLR,BD,A4,418,418-4,0.033,0.4,260,164,32.86,-0.81,3,1.905,-0.126047264,-0.86899194,-0.223394767,0.653815409,0.579869229,-0.335597893
Sel,ELLR,BD,A4,418,418-5,0.031,0.4,267,171,34.88,-0.7,2.71,1.705,-0.474737235,-0.86899194,0.252539063,0.152620526,0.841454099,-0.083169478
Sel,PENN,BB,A3,122,122-1,0.041,0.6,221,125,36.84,-0.44,3.4,1.92,1.268712622,0.58488403,0.714336244,0.691405025,-0.082788575,-0.060819796
Sel,PENN,BB,A3,122,122-10,0.045,0.5,171,75,33.2,-1.44,1.43,1.435,1.966092565,-0.142053955,-0.143287093,-0.523992566,-0.619179906,1.490347644
Sel,PENN,BB,A3,122,122-2,0.043,0.5,214,118,35.07,-0.79,3.62,2.205,1.617402594,-0.142053955,0.297305116,1.405607734,-0.334568781,-0.069562007
Sel,PENN,BB,A3,122,122-3,0.043,0.4,170,74,34.41,-0.98,1.28,1.13,1.617402594,-0.86899194,0.141801984,-1.288314763,-0.649300555,2.37935296
Sel,PENN,BB,A3,122,122-4,0.046,0.6,250,154,35.45,-1.18,2.4,1.79,2.140437551,0.58488403,0.386837223,0.365628351,0.321571605,0.325105863
Sel,PENN,BB,A3,122,122-5,0.044,0.6,171,75,34.28,0,2.83,1.415,1.791747579,0.58488403,0.111172579,-0.574112054,-0.619179906,1.130233547
Sel,PENN,BB,A3,122,122-6,0.046,0.7,242,146,37.96,-1.59,1.74,1.665,2.140437551,1.311822015,0.978220348,0.052381549,0.118748053,0.394552292
Sel,PENN,BB,A3,122,122-7,0.044,0.7,170,74,35.08,-1.99,1.18,1.585,1.791747579,1.311822015,0.299661224,-0.148096404,-0.649300555,0.486833702
Sel,PENN,BB,A3,122,122-8,0.048,0.5,223,127,34.61,-0.77,2.59,1.68,2.489127522,-0.142053955,0.188924145,0.089971166,-0.013489518,1.134313864
Sel,PENN,BB,A3,122,122-9,0.039,0.5,209,113,32.8,-1.78,1.61,1.695,0.920022651,-0.142053955,-0.237531415,0.127560782,-0.415760316,0.462797964
Sel,PENN,BB,A3,123,123-1,0.039,0.4,214,118,33.17,0,2.55,1.275,0.920022651,-0.86899194,-0.150355417,-0.924948473,-0.334568781,1.623060422
Sel,PENN,BB,A3,123,123-10,0.041,0.5,157,61,31.14,-0.64,3.98,2.31,1.268712622,-0.142053955,-0.628645354,1.668735047,-1.691289789,-0.1758902
Sel,PENN,BB,A3,123,123-2,0.04,0.4,242,146,34.03,-1.25,0.7,0.975,1.094367636,-0.86899194,0.052269877,-1.676740797,0.118748053,2.145626933
Sel,PENN,BB,A3,123,123-3,0.043,0.6,171,75,26.93,-0.79,2.48,1.635,1.617402594,0.58488403,-1.620566851,-0.022797683,-0.619179906,0.19362794
Sel,PENN,BB,A3,123,123-4,0.042,0.6,210,114,32.53,0,2.75,1.375,1.443057608,0.58488403,-0.301146333,-0.674351031,-0.405551009,0.870427919
Sel,PENN,BB,A3,123,123-5,0.038,0.5,226,130,29.9,-0.63,3.08,1.855,0.745677665,-0.142053955,-0.920802755,0.528516688,0.019941743,-0.241996024
Sel,PENN,BB,A3,123,123-6,0.041,0.6,242,146,30.03,-1.37,2.02,1.695,1.268712622,0.58488403,-0.89017335,0.127560782,0.118748053,-0.137096257
Sel,PENN,BB,A3,123,123-7,0.04,0.8,247,151,30.27,-0.18,4.17,2.175,1.094367636,2.03876,-0.833626756,1.330428501,0.222937096,-1.900282936
Sel,PENN,BB,A3,123,123-8,0.042,0.6,212,116,33.39,-1.25,1.54,1.395,1.443057608,0.58488403,-0.098521039,-0.624231543,-0.380839409,0.877849725
Sel,PENN,BB,A3,123,123-9,0.041,0.4,255,159,33.96,-0.31,3.12,1.715,1.268712622,-0.86899194,0.035777121,0.17768027,0.453144702,0.728398615
Sel,PENN,BB,A3,124,124-1,0.041,0.4,249,153,34.1,-0.95,2.76,1.855,1.268712622,-0.86899194,0.068762634,0.528516688,0.29145076,0.535312619
Sel,PENN,BB,A3,124,124-10,0.041,0.5,165,69,33.35,-1.77,1.6,1.685,1.268712622,-0.142053955,-0.107945471,0.102501038,-0.716697017,0.771853285
Sel,PENN,BB,A3,124,124-2,0.038,0.5,255,159,26.42,-0.17,3.45,1.81,0.745677665,-0.142053955,-1.740728362,0.41574784,0.453144702,-0.527508108
Sel,PENN,BB,A3,124,124-3,0.041,0.5,172,76,32.16,0,3.02,1.51,1.268712622,-0.142053955,-0.388322332,-0.336044485,-0.56329576,0.967702822
Sel,PENN,BB,A3,124,124-5,0.044,0.6,209,113,34.71,-0.79,2.3,1.545,1.791747579,0.58488403,0.212485226,-0.24833538,-0.415760316,0.844171917
Sel,PENN,BB,A3,124,124-6,0.038,0.7,158,62,34.19,0,3.81,1.905,0.745677665,1.311822015,0.089967606,0.653815409,-1.409682012,-0.340423842
Sel,PENN,BB,A3,124,124-7,0.041,0.6,234,138,24.69,-0.9,2.45,1.675,1.268712622,0.58488403,-2.148335058,0.077441294,0.06690895,-0.411980945
Sel,PENN,BB,A3,124,124-8,0.045,0.6,159,63,27.07,-0.7,3.12,1.91,1.966092565,0.58488403,-1.587581338,0.666345281,-1.208243346,0.052085783
Sel,PENN,BB,A3,124,124-9,0.042,0.6,240,144,27.55,-1.24,1.07,1.155,1.443057608,0.58488403,-1.474488151,-1.225665402,0.095153639,0.79203991
Sel,PENN,BB,A4,125,125-1,0.038,0.6,248,152,32.55,-1.28,3.15,2.215,0.745677665,0.58488403,-0.296434117,1.430667478,0.259165277,-1.218025438
Sel,PENN,BB,A4,125,125-2,0.04,0.4,234,138,26.35,-0.92,3.15,2.035,1.094367636,-0.86899194,-1.757221119,0.979592083,0.06690895,-0.272426122
Sel,PENN,BB,A4,125,125-3,0.04,0.7,156,60,31.82,0,4.04,2.02,1.094367636,1.311822015,-0.468430006,0.942002467,-2.112682138,-0.300753016
Sel,PENN,BB,A4,125,125-4,0.039,0.3,233,137,36.05,-0.34,3.42,1.88,0.920022651,-1.595929925,0.528203707,0.591166049,0.055744741,0.932319908
Sel,PENN,BB,A4,125,125-5,0.041,0.3,239,143,36.76,-0.78,1.94,1.36,1.268712622,-1.595929925,0.69548738,-0.711940647,0.090441525,2.076014423
Sel,MARY,BC,A4,229,229-1,0.043,0.4,162,66,28.92,-1.09,1.32,1.205,1.617402594,-0.86899194,-1.151701345,-1.100366682,-0.847317869,1.971215323
Sel,MARY,BC,A4,229,229-10,0.033,0.4,157,61,30.35,-1.58,2.13,1.855,-0.126047264,-0.86899194,-0.814777892,0.528516688,-1.691289789,0.406703962
Sel,MARY,BC,A4,229,229-2,0.032,0.5,158,62,36.1,-1.5,2.45,1.975,-0.30039225,-0.142053955,0.539984247,0.829233618,-1.409682012,-0.023455097
Sel,MARY,BC,A4,229,229-3,0.032,0.4,158,62,26.58,-1.98,1.73,1.855,-0.30039225,-0.86899194,-1.703030633,0.528516688,-1.409682012,-0.001212606
Sel,MARY,BC,A4,229,229-4,0.038,0.6,158,62,35.13,-1.29,2.21,1.75,0.745677665,0.58488403,0.311441765,0.265389375,-1.409682012,0.393511424
Sel,MARY,BC,A4,229,229-5,0.031,0.3,163,67,38.1,-0.83,0.39,0.61,-0.474737235,-1.595929925,1.011205861,-2.591421459,-0.785920783,3.107993742
Sel,MARY,BC,A4,229,229-6,0.038,0.6,158,62,27.51,-1.54,2.23,1.885,0.745677665,0.58488403,-1.483912583,0.603695921,-1.409682012,-0.327574646
Sel,MARY,BC,A4,229,229-7,0.044,0.5,158,62,19.34,-0.83,2.08,1.455,1.791747579,-0.142053955,-3.408852874,-0.473873078,-1.409682012,0.801390842
Sel,MARY,BC,A4,229,229-8,0.034,0.5,159,63,36.76,-0.94,1.41,1.175,0.048297722,-0.142053955,0.69548738,-1.175545914,-1.208243346,1.576160073
Sel,MARY,BC,A4,229,229-9,0.047,0.5,158,62,27.47,-1.74,1.58,1.66,2.314782536,-0.142053955,-1.493337015,0.039851677,-1.409682012,1.14967982
Sel,MARY,BC,A5,230,230-1,0.038,0.7,157,61,27.63,-1.61,1.79,1.7,0.745677665,1.311822015,-1.455639286,0.140090654,-1.691289789,-0.266994543
Sel,MARY,BC,A5,230,230-10,0.036,0.6,157,61,29.31,-2.08,1.61,1.845,0.396987693,0.58488403,-1.059813131,0.503456944,-1.691289789,-0.19228228
Sel,MARY,BC,A5,230,230-2,0.037,0.7,157,61,31.14,-2.4,1.89,2.145,0.571332679,1.311822015,-0.628645354,1.255249269,-1.691289789,-0.948275232
Sel,MARY,BC,A5,230,230-3,0.037,0.6,157,61,31.21,-2.22,1.02,1.62,0.571332679,0.58488403,-0.612152598,-0.060387299,-1.691289789,0.416504674
Sel,MARY,BC,A5,230,230-4,0.036,0.5,156,60,30.55,-2.62,1.25,1.935,0.396987693,-0.142053955,-0.76765573,0.728994642,-2.112682138,0.256220341
Sel,MARY,BC,A5,230,230-5,0.039,0.6,156,60,33.74,-1.86,1.4,1.63,0.920022651,0.58488403,-0.016057257,-0.035327555,-2.112682138,0.85370636
Sel,MARY,BC,A5,230,230-6,0.038,0.4,159,63,36.6,-1.25,1.1,1.175,0.745677665,-0.86899194,0.65778965,-1.175545914,-1.208243346,2.254982834
Sel,MARY,BC,A5,230,230-7,0.036,0.5,159,63,37.55,-1.27,1.37,1.32,0.396987693,-0.142053955,0.881619917,-0.812179624,-1.208243346,1.506577145
Sel,MARY,BC,A5,230,230-8,0.037,0.5,159,63,31.29,-2.42,1,1.71,0.571332679,-0.142053955,-0.593303733,0.165150398,-1.208243346,0.472682673
Sel,MARY,BC,A5,230,230-9,0.038,0.4,161,65,37.15,-1.78,1.39,1.585,0.745677665,-0.86899194,0.787375594,-0.148096404,-0.943658984,1.436547679
Sel,MARY,BC,A5,231,231-1,0.04,0.4,158,62,29.8,-2.11,1.54,1.825,1.094367636,-0.86899194,-0.944363835,0.453337456,-1.409682012,0.852917573
Sel,MARY,BC,A5,231,231-10,0.035,0.6,158,62,39.41,-1.45,2.7,2.075,0.222642708,0.58488403,1.319856017,1.07983106,-1.409682012,-0.167963999
Sel,MARY,BC,A5,231,231-2,0.037,0.5,159,63,37.9,-1.55,2.33,1.94,0.571332679,-0.142053955,0.964083699,0.741524514,-1.208243346,0.455902227
Sel,MARY,BC,A5,231,231-3,0.033,0.6,159,63,35.76,-0.72,2.21,1.465,-0.126047264,0.58488403,0.459876573,-0.448813334,-1.208243346,0.513774908
Sel,MARY,BC,A5,231,231-4,0.039,0.5,159,63,38.16,-1.42,1.89,1.655,0.920022651,-0.142053955,1.025342509,0.027321805,-1.208243346,1.149216894
Sel,MARY,BC,A5,231,231-5,0.037,0.6,155,59,35.39,-2.04,1.7,1.87,0.571332679,0.58488403,0.372700574,0.566106305,-2.674363204,0.560879172
Sel,MARY,BC,A5,231,231-6,0.038,0.5,159,63,37.82,-1.18,2.13,1.655,0.745677665,-0.142053955,0.945234835,0.027321805,-1.208243346,1.053255155
Sel,MARY,BC,A5,231,231-7,0.04,0.6,157,61,30.4,-1.03,2.26,1.645,1.094367636,0.58488403,-0.802997351,0.002262061,-1.691289789,0.544948063
Sel,MARY,BC,A5,231,231-8,0.043,0.8,159,63,41.87,-1.81,1.63,1.72,1.617402594,2.03876,1.899458602,0.190210142,-1.208243346,0.391175973
Sel,MARY,BC,A5,231,231-9,0.054,0.5,162,66,38.72,-0.21,1.77,0.99,3.535197437,-0.142053955,1.157284561,-1.639151181,-0.847317869,3.410446306
Sel,MARY,BC,A5,232,232-1,0.041,0.7,158,62,33.37,-0.75,2.9,1.825,1.268712622,1.311822015,-0.103233255,0.453337456,-1.409682012,-0.018305723
Sel,MARY,BC,A5,232,232-2,0.039,0.6,156,60,28.38,-1.81,1.37,1.59,0.920022651,0.58488403,-1.278931181,-0.135566532,-2.112682138,0.596218415
Sel,MARY,BC,A5,232,232-3,0.042,0.5,157,61,31.54,-1.7,1.65,1.675,1.443057608,-0.142053955,-0.534401032,0.077441294,-1.691289789,1.098793718
Sel,MARY,BC,A5,232,232-4,0.027,0.4,159,63,40.64,-2.22,2.69,2.455,-1.172117178,-0.86899194,1.60965731,2.032101338,-1.208243346,-0.68794686
Sel,MARY,BC,A5,232,232-5,0.034,0.6,156,60,39.83,-1.62,2.01,1.815,0.048297722,0.58488403,1.418812556,0.428277712,-2.112682138,0.513366182
Sel,HOFF,BC,A6,336,336-1,0.026,0.4,215,119,29.84,-0.32,3.12,1.72,-1.346462164,-0.86899194,-0.934939403,0.190210142,-0.304325739,-0.391180909
Sel,HOFF,BC,A6,336,336-10,0.03,0.4,221,125,37.22,-1.21,1.54,1.375,-0.649082221,-0.86899194,0.803868351,-0.674351031,-0.082788575,0.924857462
Sel,HOFF,BC,A6,336,336-2,0.028,0.4,218,122,45,0,3.53,1.765,-0.997772193,-0.86899194,2.636920427,0.302978991,-0.206732213,0.5784384
Sel,HOFF,BC,A6,336,336-3,0.024,0.4,243,147,26.31,-0.81,1.4,1.105,-1.695152136,-0.86899194,-1.766645551,-1.350964123,0.137078625,0.222175211
Sel,HOFF,BC,A6,336,336-4,0.032,0.3,241,145,37.64,-0.84,3.45,2.145,-0.30039225,-1.595929925,0.90282489,1.255249269,0.103404988,-0.001128728
Sel,HOFF,BC,A6,336,336-5,0.029,0.3,173,77,33.72,0,3.17,1.585,-0.823427207,-1.595929925,-0.020769473,-0.148096404,-0.511122438,0.785678922
Sel,HOFF,BC,A6,336,336-6,0.03,0.5,225,129,33.9,-1.62,2.19,1.905,-0.649082221,-0.142053955,0.021640472,0.653815409,0.011729929,-0.683682348
